"PinskyID"	"PicID"	"Sampling.Date"	"Month"	"Date"	"Year"	"Lat"	"Lon"	"Place"	"Total.Length..TL..of.Front..mm."	"Total.Length..TL..of.Back..mm."	"Standard.Length..SL..of.Front..mm."	"Standard.Length..SL..of.Back..mm."	"Average.SL..mm."	"Developmental.Stage"	"dDocent_Contig_2558_83.01"	"dDocent_Contig_2558_83.03"	"dDocent_Contig_8420_14.02"	"dDocent_Contig_8420_14.01"	"dDocent_Contig_15075_20.02"	"dDocent_Contig_15075_20.04"	"dDocent_Contig_19728_116.02"	"dDocent_Contig_19728_116.04"	"dDocent_Contig_31661_32.01"	"dDocent_Contig_31661_32.02"	"dDocent_Contig_35399_131.04"	"dDocent_Contig_35399_131.02"	"dDocent_Contig_37577_42.04"	"dDocent_Contig_37577_42.02"	"dDocent_Contig_38595_30.04"	"dDocent_Contig_38595_30.02"	"dDocent_Contig_42614_134.04"	"dDocent_Contig_42614_134.01"	"dDocent_Contig_54409_32.03"	"dDocent_Contig_54409_32.01"	"north.vector"	"south.vector"	"assignment"	"ratio"
"PADE02_003"	"PADE02_003"	"11/19/2002"	11	19	2002	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.073	15.014	12.242	12.295	12.2685	"H"	1	1	2	0	2	0	1	1	2	0	2	0	2	0	2	0	2	0	2	0	0.00770082581982005	0.00935999305137423	"south"	0.822738412042883
"PADE02_004"	"PADE02_004"	"11/19/2002"	11	19	2002	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.201	15.177	12.386	12.318	12.352	"H"	2	0	1	1	1	1	1	1	2	0	2	0	0	2	2	0	2	0	2	0	0.000892966246387138	0.000133943339111609	"north"	6.66674619514352
"PADE02_005"	"PADE02_005"	"11/19/2002"	11	19	2002	39.509379	-74.323945	"Little Egg Inlet, NJ"	12.759	12.723	10.583	10.553	10.568	"H-"	1	1	1	1	2	0	1	1	1	1	2	0	0	2	2	0	2	0	2	0	0.001243742092316	0.000517685983932457	"north"	2.40250292825829
"PADE02_006"	"PADE02_006"	"11/19/2002"	11	19	2002	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.546	15.714	12.997	12.979	12.988	"G"	1	1	2	0	2	0	1	1	2	0	2	0	2	0	2	0	2	0	2	0	0.00770082581982005	0.00935999305137423	"south"	0.822738412042883
"PADE02_007"	"PADE02_007"	"11/19/2002"	11	19	2002	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.538	15.523	12.812	12.854	12.833	"H-"	2	0	2	0	2	0	1	1	2	0	2	0	1	1	2	0	2	0	2	0	0.0140695850275671	0.0215089732795857	"south"	0.654126296252394
"PADE02_008"	"PADE02_008"	"12/18/2002"	12	18	2002	39.509379	-74.323945	"Little Egg Inlet, NJ"	14.458	15.549	12.839	12.891	12.865	"H-"	2	0	1	1	2	0	1	1	2	0	2	0	0	2	2	0	1	1	2	0	0.000195820495390934	0.000439649313083988	"south"	0.445401572488129
"PADE02_009"	"PADE02_009"	"12/18/2002"	12	18	2002	39.509379	-74.323945	"Little Egg Inlet, NJ"	15.504	15.552	13.059	13.091	13.075	"G"	2	0	2	0	2	0	1	1	2	0	2	0	1	1	2	0	2	0	2	0	0.0140695850275671	0.0215089732795857	"south"	0.654126296252394
"PADE02_010"	"NCPD 094"	"2/18/2002"	2	18	2002	34.717239	-76.672935	"Beaufort, NC"	15.455	15.452	12.781	12.925	12.853	"H+"	2	0	2	0	1	1	0	2	1	1	1	1	1	1	2	0	2	0	2	0	5.6765774855663e-05	0.00023431356626244	"south"	0.242264141001905
"PADE02_011"	"NCPD 095"	"2/18/2002"	2	18	2002	34.717239	-76.672935	"Beaufort, NC"	14.327	14.625	12.457	12.922	12.6895	"H+"	2	0	2	0	2	0	0	2	1	1	1	1	1	1	2	0	2	0	2	0	0.000203840736981699	0.00272389520780087	"south"	0.0748342801139803
"PADE02_012"	"NCPD 096"	"2/22/2002"	2	22	2002	34.717239	-76.672935	"Beaufort, NC"	13.866	13.693	12.353	12.278	12.3155	"G"	2	0	2	0	2	0	1	1	2	0	1	1	2	0	2	0	2	0	2	0	0.000799295409117256	0.00604400230425467	"south"	0.132246046391245
"PADE02_013"	"NCPD 097"	"2/22/2002"	2	22	2002	34.717239	-76.672935	"Beaufort, NC"	15.341	14.898	12.891	12.808	12.8495	"H-"	1	1	1	1	1	1	1	1	1	1	2	0	2	0	2	0	2	0	2	0	0.000755656945136643	0.000233150826320925	"north"	3.2410648379882
"PADE02_014"	"NCPD 098"	"2/22/2002"	2	22	2002	34.717239	-76.672935	"Beaufort, NC"	14.432	14.221	12.43	12.392	12.411	"G"	2	0	2	0	2	0	1	1	2	0	2	0	1	1	2	0	2	0	2	0	0.0140695850275671	0.0215089732795857	"south"	0.654126296252394
"PADE02_015"	"NCPD 099"	"2/22/2002"	2	22	2002	34.717239	-76.672935	"Beaufort, NC"	14.481	14.335	12.418	12.58	12.499	"G"	2	0	2	0	2	0	1	1	2	0	2	0	2	0	1	1	2	0	2	0	0.00240449197453455	0.00184228947241987	"north"	1.30516512770179
"PADE02_016"	"NCPD 100"	"2/22/2002"	2	22	2002	34.717239	-76.672935	"Beaufort, NC"	15.401	15.271	12.774	12.638	12.706	"H+"	1	1	2	0	2	0	1	1	1	1	2	0	2	0	2	0	1	1	2	0	0.000246127557057815	0.00231002181450909	"south"	0.106547719814551
"PADE02_017"	"NCPD 101"	"2/22/2002"	2	22	2002	34.717239	-76.672935	"Beaufort, NC"	13.807	13.822	12.224	12.228	12.226	"G"	2	0	2	0	2	0	1	1	1	1	2	0	0	2	2	0	2	0	2	0	0.00249262050874411	0.00410824340116531	"south"	0.606736326293879
"PADE02_018"	"NCPD 158"	"2/22/2002"	2	22	2002	34.717239	-76.672935	"Beaufort, NC"	13.336	13.435	12.198	12.144	12.171	"G"	1	1	2	0	2	0	2	0	2	0	2	0	2	0	1	1	2	0	2	0	0.00123794450025338	0.00029698373674592	"north"	4.16839155509881
"PADE02_019"	"NCPD 159"	"2/22/2002"	2	22	2002	34.717239	-76.672935	"Beaufort, NC"	14.075	14.629	12.269	12.271	12.27	"H"	1	1	1	1	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0.00360177063227893	0.0013141725563805	"north"	2.74071362606973
"PADE06_001"	"PADE06_001"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	16.374	16.483	13.503	13.508	13.5055	"H+"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_002"	"PADE06_002"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	15.167	15.207	12.187	12.187	12.187	"H-"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_003"	"PADE06_003"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	13.164	13.166	10.679	10.677	10.678	"H"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_004"	"PADE06_004"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	16.174	16.127	13.101	12.988	13.0445	"H+"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_005"	"PADE06_005"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	13.878	13.905	12.079	12.027	12.053	"H-"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_006"	"PADE06_006"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	14.542	14.542	11.671	11.691	11.681	"H"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_007"	"PADE06_007"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	15.006	115.231	12.593	12.564	12.5785	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_008"	"PADE06_008"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	19.089	19.131	16.188	16.162	16.175	"H+"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_009"	"PADE06_009"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	15.384	15.432	12.345	12.319	12.332	"H"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_010"	"PADE06_010"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	13.142	13.232	11.412	11.411	11.4115	"H+"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_011"	"PADE06_011"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	14.833	15.081	12.261	12.293	12.277	"H"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_012"	"PADE06_012"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	15.823	15.821	12.871	12.923	12.897	"H+"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_013"	"PADE06_013"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	14.607	14.513	11.766	11.797	11.7815	"H-"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_014"	"PADE06_014"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	13.482	13.517	12.041	12.082	12.0615	"G"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_015"	"PADE06_015"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	18.426	18.462	15.091	15.01	15.0505	"I"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PADE06_016"	"PADE06_016"	"1/6/2006"	1	6	2006	37.932107	-75.421821	"Chincoteague, VA"	13.974	13.994	11.387	11.367	11.377	"H-"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
